Month,Week,ManagedObjectid,Usage,MeterType
July,2,22724231,0,Integrated
,,,,
July,2,22723689,2000,Integrated
,,,,
July,2,22723000,3000,Integrated
,,,,
July,2,22724207,1000,Integrated
,,,,
July,2,22722988,3000,Integrated
,,,,
July,2,22722943,0,Integrated
,,,,
July,2,29531076,2000,Integrated
,,,,
July,2,22723066,2000,Integrated
,,,,
July,2,22723601,3000,Integrated
,,,,
July,2,22722915,1000,Integrated
,,,,
July,2,71786698,0,Integrated
,,,,
July,2,22723889,2000,Integrated
,,,,
July,2,22724100,1000,Integrated
,,,,
July,2,22723783,0,Integrated
,,,,
July,2,71786735,2000,Integrated
,,,,
July,2,22723921,1000,Integrated
,,,,
July,2,22723023,0,Integrated
,,,,
July,2,22723659,1000,Integrated
,,,,
July,2,22723883,3000,Integrated
,,,,
July,2,22724203,5000,Integrated
,,,,
July,2,22723679,5000,Integrated
,,,,
July,2,22723551,3000,Integrated
,,,,
July,2,22723428,3000,Integrated
,,,,
July,2,71786684,4000,Integrated
,,,,
July,2,22724092,1000,Integrated
,,,,
July,2,29531182,0,Integrated
,,,,
July,2,22723260,4000,Integrated
,,,,
July,2,22724190,2000,Integrated
,,,,
July,2,22722698,2000,Integrated
,,,,
July,2,22723769,3000,Integrated
,,,,
July,2,22723896,2000,Integrated
,,,,
July,2,22723528,4000,Integrated
,,,,
July,2,22723790,9000,Integrated
,,,,
July,2,22722623,4000,Integrated
,,,,
July,2,22723741,1000,Integrated
,,,,
July,2,22722991,1000,Integrated
,,,,
July,2,22723517,2000,Integrated
,,,,
July,2,22723667,4000,Integrated
,,,,
July,2,22723631,1000,Integrated
,,,,
July,2,22723805,2000,Integrated
,,,,
July,2,22723132,5000,Integrated
,,,,
July,2,71778974,3000,Integrated
,,,,
July,2,22724060,3000,Integrated
,,,,
July,2,22723379,3000,Integrated
,,,,
July,2,22723258,5000,Integrated
,,,,
July,2,22723179,3000,Integrated
,,,,
July,2,22722678,4000,Integrated
,,,,
July,2,22722903,4000,Integrated
,,,,
July,2,71786670,2000,Integrated
,,,,
July,2,22724035,1000,Integrated
,,,,
July,2,22723913,2000,Integrated
,,,,
July,2,22723533,6000,Integrated
,,,,
July,2,22723508,9000,Integrated
,,,,
July,2,71786517,2000,Integrated
,,,,
July,2,22723530,0,Integrated
,,,,
July,2,22723443,4000,Integrated
,,,,
July,2,22723572,0,Integrated
,,,,
July,2,22723045,2000,Integrated
,,,,
July,2,22540239,2000,Integrated
,,,,
July,2,22723173,8000,Integrated
,,,,
July,2,22723270,5000,Integrated
,,,,
July,2,22723170,0,Integrated
,,,,
July,2,22724208,0,Integrated
,,,,
July,2,22724084,6000,Integrated
,,,,
July,2,22723628,1000,Integrated
,,,,
July,2,71786808,2000,Integrated
,,,,
July,2,22724195,1000,Integrated
,,,,
July,2,22724261,2000,Integrated
,,,,
July,2,22723961,3000,Integrated
,,,,
July,2,22723315,2000,Integrated
,,,,
July,2,22724181,3000,Integrated
,,,,
July,2,22540240,5000,Integrated
,,,,
July,2,29531107,4000,Integrated
,,,,
July,2,22722693,4000,Integrated
,,,,
July,2,22723560,1000,Integrated
,,,,
July,2,22722665,2000,Integrated
,,,,
July,2,22723320,2000,Integrated
,,,,
July,2,29531040,3000,Integrated
,,,,
July,2,22723669,3000,Integrated
,,,,
July,2,22723044,3000,Integrated
,,,,
July,2,22723282,0,Integrated
,,,,
July,2,22722654,3000,Integrated
,,,,
July,2,22722980,2000,Integrated
,,,,
July,2,22723958,1000,Integrated
,,,,
July,2,22724064,1000,Integrated
,,,,
July,2,22723801,3000,Integrated
,,,,
July,2,22723771,4000,Integrated
,,,,
July,2,29531061,1000,Integrated
,,,,
July,2,22724213,2000,Integrated
,,,,
July,2,29531066,2000,Integrated
,,,,
July,2,22724170,3000,Integrated
,,,,
July,2,22723702,4000,Integrated
,,,,
July,2,22723881,5000,Integrated
,,,,
July,2,22723756,4000,Integrated
,,,,
July,2,22723349,4000,Integrated
,,,,
July,2,22724217,0,Integrated
,,,,
July,2,22723564,9000,Integrated
,,,,
July,2,22723354,2000,Integrated
,,,,
July,2,22723844,2000,Integrated
,,,,
July,2,22723708,2000,Integrated
,,,,
July,2,71786640,2000,Integrated
,,,,
July,2,22724104,2000,Integrated
,,,,
July,2,22540237,2000,Integrated
,,,,
July,2,22723372,2000,Integrated
,,,,
July,2,22723627,1000,Integrated
,,,,
July,2,22722911,2000,Integrated
,,,,
July,2,22724114,1000,Integrated
,,,,
July,2,22722664,3000,Integrated
,,,,
July,2,22723395,2000,Integrated
,,,,
July,2,22723217,5000,Integrated
,,,,
July,2,22724282,2000,Integrated
,,,,
July,2,22723941,3000,Integrated
,,,,
July,2,22723541,2000,Integrated
,,,,
July,2,22723253,2000,Integrated
,,,,
July,2,22722912,4000,Integrated
,,,,
July,2,22723210,2000,Integrated
,,,,
July,2,22724027,7000,Integrated
,,,,
July,2,22723204,2000,Integrated
,,,,
July,2,22723898,4000,Integrated
,,,,
July,2,29531191,2000,Integrated
,,,,
July,2,71786680,0,Integrated
,,,,
July,2,22723207,4000,Integrated
,,,,
July,2,22723734,1000,Integrated
,,,,
July,2,22723232,-1,Integrated
,,,,
July,2,22723424,2000,Integrated
,,,,
July,2,22723762,2000,Integrated
,,,,
July,2,22724018,1000,Integrated
,,,,
July,2,22724146,-1,Integrated
,,,,
July,2,22723829,1000,Integrated
,,,,
July,2,22723287,1000,Integrated
,,,,
July,2,22723737,3000,Integrated
,,,,
July,2,22723978,5000,Integrated
,,,,
July,2,22723521,1000,Integrated
,,,,
July,2,22723374,7000,Integrated
,,,,
July,2,22723634,3000,Integrated
,,,,
July,2,22723953,2000,Integrated
,,,,
July,2,22724262,2000,Integrated
,,,,
July,2,22723553,1000,Integrated
,,,,
July,2,22723854,2000,Integrated
,,,,
July,2,22724078,1000,Integrated
,,,,
July,2,22723552,2000,Integrated
,,,,
July,2,22723892,4000,Integrated
,,,,
July,2,71786714,4000,Integrated
,,,,
July,2,22723505,2000,Integrated
,,,,
July,2,77759532,4000,Integrated
,,,,
July,2,22722928,3000,Integrated
,,,,
July,2,22722685,1000,Integrated
,,,,
July,2,22723096,1000,Integrated
,,,,
July,2,22722683,2000,Integrated
,,,,
July,2,22722923,3000,Integrated
,,,,
July,2,22722971,4000,Integrated
,,,,
July,2,22723297,2000,Integrated
,,,,
July,2,22723778,2000,Integrated
,,,,
July,2,22723476,2000,Integrated
,,,,
July,2,22723283,1000,Integrated
,,,,
July,2,71786775,2000,Integrated
,,,,
July,2,22723056,3000,Integrated
,,,,
July,2,71786623,1000,Integrated
,,,,
July,2,22722913,3000,Integrated
,,,,
July,2,22723529,1000,Integrated
,,,,
July,2,22723743,2000,Integrated
,,,,
July,2,71786629,3000,Integrated
,,,,
July,2,22724215,2000,Integrated
,,,,
July,2,29531017,5000,Integrated
,,,,
July,2,29531115,3000,Integrated
,,,,
July,2,29531056,4000,Integrated
,,,,
July,2,22724093,5000,Integrated
,,,,
July,2,22723842,5000,Integrated
,,,,
July,2,22723126,3000,Integrated
,,,,
July,2,22723435,2000,Integrated
,,,,
July,2,22723536,3000,Integrated
,,,,
July,2,22723589,4000,Integrated
,,,,
July,2,22723157,4000,Integrated
,,,,
July,2,22723035,1000,Integrated
,,,,
July,2,22722979,1000,Integrated
,,,,
July,2,71786613,6000,Integrated
,,,,
July,2,22722677,3000,Integrated
,,,,
July,2,71786720,0,Integrated
,,,,
July,2,22723016,2000,Integrated
,,,,
July,2,22724211,2000,Integrated
,,,,
July,2,71786523,6000,Integrated
,,,,
July,2,29531121,1000,Integrated
,,,,
July,2,71786527,2000,Integrated
,,,,
July,2,22723389,7000,Integrated
,,,,
July,2,22722983,1000,Integrated
,,,,
July,2,22723965,5000,Integrated
,,,,
July,2,71786675,2000,Integrated
,,,,
July,2,71786783,4000,Integrated
,,,,
July,2,29531100,1000,Integrated
,,,,
July,2,22724101,3000,Integrated
,,,,
July,2,29531057,1000,Integrated
,,,,
July,2,22723691,8000,Integrated
,,,,
July,2,22724253,1000,Integrated
,,,,
July,2,22723571,2000,Integrated
,,,,
July,2,22723342,4000,Integrated
,,,,
July,2,22723938,2000,Integrated
,,,,
July,2,22723237,3000,Integrated
,,,,
July,2,22723322,2000,Integrated
,,,,
July,2,22722998,1000,Integrated
,,,,
July,2,22723106,1000,Integrated
,,,,
July,2,22540234,5000,Integrated
,,,,
July,2,22723950,1000,Integrated
,,,,
July,2,22723984,2000,Integrated
,,,,
July,2,22724210,3000,Integrated
,,,,
July,2,22723839,2000,Integrated
,,,,
July,2,71786701,4000,Integrated
,,,,
July,2,22722950,2000,Integrated
,,,,
July,2,22723608,3000,Integrated
,,,,
July,2,22722638,1000,Integrated
,,,,
July,2,22723832,3000,Integrated
,,,,
July,2,22724216,1000,Integrated
,,,,
July,2,22722927,3000,Integrated
,,,,
July,2,22723837,0,Integrated
,,,,
July,2,22723908,2000,Integrated
,,,,
July,2,22723122,3000,Integrated
,,,,
July,2,22723952,4000,Integrated
,,,,
July,2,22723224,2000,Integrated
,,,,
July,2,22723145,3000,Integrated
,,,,
July,2,22724254,2000,Integrated
,,,,
July,2,22723148,4000,Integrated
,,,,
July,2,22723610,6000,Integrated
,,,,
July,2,29531160,5000,Integrated
,,,,
July,2,77759529,8000,Integrated
,,,,
July,2,22723662,5000,Integrated
,,,,
July,2,22724045,5000,Integrated
,,,,
July,2,29531130,4000,Integrated
,,,,
July,2,71786724,3000,Integrated
,,,,
July,2,22723515,1000,Integrated
,,,,
July,2,22723566,0,Integrated
,,,,
July,2,22723532,2000,Integrated
,,,,
July,2,22724046,3000,Integrated
,,,,
July,2,22723820,2000,Integrated
,,,,
July,2,22723840,3000,Integrated
,,,,
July,2,22724201,3000,Integrated
,,,,
July,2,22723244,1000,Integrated
,,,,
July,2,22724280,0,Integrated
,,,,
July,2,22723464,0,Integrated
,,,,
July,2,22723326,3000,Integrated
,,,,
July,2,22723591,3000,Integrated
,,,,
July,2,22723449,3000,Integrated
,,,,
July,2,22723600,5000,Integrated
,,,,
July,2,22722686,-1,Integrated
,,,,
July,2,22724218,2000,Integrated
,,,,
July,2,22723289,1000,Integrated
,,,,
July,2,22723328,0,Integrated
,,,,
July,2,22722631,1000,Integrated
,,,,
July,2,22724044,0,Integrated
,,,,
July,2,71786595,1000,Integrated
,,,,
July,2,22723671,2000,Integrated
,,,,
July,2,22723033,4000,Integrated
,,,,
July,2,22723109,2000,Integrated
,,,,
July,2,22723478,4000,Integrated
,,,,
July,2,22724202,0,Integrated
,,,,
July,2,22723996,2000,Integrated
,,,,
July,2,22722670,0,Integrated
,,,,
July,2,22723127,0,Integrated
,,,,
July,2,22723509,1000,Integrated
,,,,
July,2,71786531,4000,Integrated
,,,,
July,2,29531029,3000,Integrated
,,,,
July,2,22723818,0,Integrated
,,,,
July,2,22723481,2000,Integrated
,,,,
July,2,22722902,3000,Integrated
,,,,
July,2,22723171,4000,Integrated
,,,,
July,2,22724155,6000,Integrated
,,,,
July,2,22722997,0,Integrated
,,,,
July,2,22724083,2000,Integrated
,,,,
July,2,22723955,3000,Integrated
,,,,
July,2,22724141,0,Integrated
,,,,
July,2,22723225,0,Integrated
,,,,
July,2,22723125,6000,Integrated
,,,,
July,2,22722938,4000,Integrated
,,,,
July,2,22723692,4000,Integrated
,,,,
July,2,22723484,2000,Integrated
,,,,
July,2,22724105,2000,Integrated
,,,,
July,2,22723007,1000,Integrated
,,,,
July,2,22724047,1000,Integrated
,,,,
July,2,22723021,3000,Integrated
,,,,
July,2,22724191,4000,Integrated
,,,,
July,2,22722694,2000,Integrated
,,,,
July,2,22724030,5000,Integrated
,,,,
July,2,22723097,4000,Integrated
,,,,
July,2,22723585,5000,Integrated
,,,,
July,2,22723411,2000,Integrated
,,,,
July,2,71786506,1000,Integrated
,,,,
July,2,71786559,4000,Integrated
,,,,
July,2,22723990,8000,Integrated
,,,,
July,2,22724110,4000,Integrated
,,,,
July,2,71786643,2000,Integrated
,,,,
July,2,22724116,7000,Integrated
,,,,
July,2,22723093,1000,Integrated
,,,,
July,2,22723825,2000,Integrated
,,,,
July,2,71786712,4000,Integrated
,,,,
July,2,22723857,2000,Integrated
,,,,
July,2,22723154,0,Integrated
,,,,
July,2,71778976,3000,Integrated
,,,,
July,2,22723989,3000,Integrated
,,,,
July,2,29531046,1000,Integrated
,,,,
July,2,22723787,3000,Integrated
,,,,
July,2,22723234,4000,Integrated
,,,,
July,2,71786763,4000,Integrated
,,,,
July,2,22724058,4000,Integrated
,,,,
July,2,29531147,3000,Integrated
,,,,
July,2,22723368,9000,Integrated
,,,,
July,2,22722951,2000,Integrated
,,,,
July,2,22723910,3000,Integrated
,,,,
July,2,22724038,4000,Integrated
,,,,
July,2,22723773,3000,Integrated
,,,,
July,2,22723394,1000,Integrated
,,,,
July,2,29531166,8000,Integrated
,,,,
July,2,22723025,1000,Integrated
,,,,
July,2,22724108,2000,Integrated
,,,,
July,2,22723356,3000,Integrated
,,,,
July,2,22723930,3000,Integrated
,,,,
July,2,22724111,2000,Integrated
,,,,
July,2,22722934,2000,Integrated
,,,,
July,2,22723654,6000,Integrated
,,,,
July,2,22723514,2000,Integrated
,,,,
July,2,22722672,2000,Integrated
,,,,
July,2,22723195,4000,Integrated
,,,,
July,2,29531058,4000,Integrated
,,,,
July,2,22724127,4000,Integrated
,,,,
July,2,22723776,1000,Integrated
,,,,
July,2,71786717,2000,Integrated
,,,,
July,2,22723049,6000,Integrated
,,,,
July,2,22723798,2000,Integrated
,,,,
July,2,22723458,4000,Integrated
,,,,
July,2,22723906,2000,Integrated
,,,,
July,2,77759535,0,Integrated
,,,,
July,2,22724229,2000,Integrated
,,,,
July,2,22722918,1000,Integrated
,,,,
July,2,22724285,5000,Integrated
,,,,
July,2,22724182,5000,Integrated
,,,,
July,2,71786652,6000,Integrated
,,,,
July,2,22723276,3000,Integrated
,,,,
July,2,22723346,1000,Integrated
,,,,
July,2,22723746,2000,Integrated
,,,,
July,2,22724015,5000,Integrated
,,,,
July,2,22723869,3000,Integrated
,,,,
July,2,22722628,3000,Integrated
,,,,
July,2,22723037,3000,Integrated
,,,,
July,2,22722940,1000,Integrated
,,,,
July,2,22723967,1000,Integrated
,,,,
July,2,22722958,6000,Integrated
,,,,
July,2,22723922,2000,Integrated
,,,,
July,2,22724107,7000,Integrated
,,,,
July,2,22723011,3000,Integrated
,,,,
July,2,22723285,3000,Integrated
,,,,
July,2,22724168,2000,Integrated
,,,,
July,2,22723391,1000,Integrated
,,,,
July,2,71786741,2000,Integrated
,,,,
July,2,29531010,4000,Integrated
,,,,
July,2,71786728,3000,Integrated
,,,,
July,2,22724004,3000,Integrated
,,,,
July,2,22723281,1000,Integrated
,,,,
July,2,22723112,3000,Integrated
,,,,
July,2,71786589,3000,Integrated
,,,,
July,2,22724137,2000,Integrated
,,,,
July,2,22723095,2000,Integrated
,,,,
July,2,22722696,3000,Integrated
,,,,
July,2,22723547,2000,Integrated
,,,,
July,2,22722642,4000,Integrated
,,,,
July,2,22724048,3000,Integrated
,,,,
July,2,71778992,3000,Integrated
,,,,
July,2,71786673,1000,Integrated
,,,,
July,2,22723300,3000,Integrated
,,,,
July,2,22724233,4000,Integrated
,,,,
July,2,22723245,3000,Integrated
,,,,
July,2,22723094,1000,Integrated
,,,,
July,2,22723242,4000,Integrated
,,,,
July,2,22723632,3000,Integrated
,,,,
July,2,22723917,4000,Integrated
,,,,
July,2,22722965,1000,Integrated
,,,,
July,2,22722967,2000,Integrated
,,,,
July,2,71778981,4000,Integrated
,,,,
July,2,29531190,4000,Integrated
,,,,
July,2,38461207,0,Integrated
,,,,
July,2,22723473,3000,Integrated
,,,,
July,2,22723823,2000,Integrated
,,,,
July,2,22723510,1000,Integrated
,,,,
July,2,22723587,1000,Integrated
,,,,
July,2,22723375,1000,Integrated
,,,,
July,2,71786551,6000,Integrated
,,,,
July,2,29531102,4000,Integrated
,,,,
July,2,22723414,4000,Integrated
,,,,
July,2,22722666,4000,Integrated
,,,,
July,2,22724054,0,Integrated
,,,,
July,2,22723467,1000,Integrated
,,,,
July,2,71786755,2000,Integrated
,,,,
July,2,22724040,4000,Integrated
,,,,
July,2,71786573,3000,Integrated
,,,,
July,2,22723739,1000,Integrated
,,,,
July,2,22723108,2000,Integrated
,,,,
July,2,22723808,2000,Integrated
,,,,
July,2,22722909,2000,Integrated
,,,,
July,2,29531148,4000,Integrated
,,,,
July,2,22722651,2000,Integrated
,,,,
July,2,71786580,2000,Integrated
,,,,
July,2,22723644,1000,Integrated
,,,,
July,2,71786582,1000,Integrated
,,,,
July,2,22723370,0,Integrated
,,,,
July,2,22722929,4000,Integrated
,,,,
July,2,22723236,4000,Integrated
,,,,
July,2,22724221,3000,Integrated
,,,,
July,2,22724269,4000,Integrated
,,,,
July,2,22722627,3000,Integrated
,,,,
July,2,71786612,3000,Integrated
,,,,
July,2,22724140,0,Integrated
,,,,
July,2,22723038,1000,Integrated
,,,,
July,2,22724112,0,Integrated
,,,,
July,2,22722910,1000,Integrated
,,,,
July,2,22723078,3000,Integrated
,,,,
July,2,22722962,2000,Integrated
,,,,
July,2,71786688,4000,Integrated
,,,,
July,2,71786602,2000,Integrated
,,,,
July,2,22723239,2000,Integrated
,,,,
July,2,22723574,2000,Integrated
,,,,
July,2,22723295,3000,Integrated
,,,,
July,2,22722635,3000,Integrated
,,,,
July,2,22723629,4000,Integrated
,,,,
July,2,22723835,5000,Integrated
,,,,
July,2,22723469,3000,Integrated
,,,,
July,2,22723024,0,Integrated
,,,,
July,2,71786585,1000,Integrated
,,,,
July,2,22724074,6000,Integrated
,,,,
July,2,71786702,3000,Integrated
,,,,
July,2,22723639,9000,Integrated
,,,,
July,2,22722959,1000,Integrated
,,,,
July,2,22723111,4000,Integrated
,,,,
July,2,29531078,2000,Integrated
,,,,
July,2,71786542,2000,Integrated
,,,,
July,2,71786665,3000,Integrated
,,,,
July,2,29531089,2000,Integrated
,,,,
July,2,22723607,2000,Integrated
,,,,
July,2,22723969,1000,Integrated
,,,,
July,2,22724019,2000,Integrated
,,,,
July,2,22723698,10000,Integrated
,,,,
July,2,22723378,2000,Integrated
,,,,
July,2,22722976,5000,Integrated
,,,,
July,2,71786726,0,Integrated
,,,,
July,2,22723178,1000,Integrated
,,,,
July,2,22722643,3000,Integrated
,,,,
July,2,22723371,0,Integrated
,,,,
July,2,22723948,2000,Integrated
,,,,
July,2,22724043,1000,Integrated
,,,,
July,2,22722969,1000,Integrated
,,,,
July,2,22723034,2000,Integrated
,,,,
July,2,22723650,5000,Integrated
,,,,
July,2,22723668,7000,Integrated
,,,,
July,2,22724071,2000,Integrated
,,,,
July,2,22723957,1000,Integrated
,,,,
July,2,71786758,5000,Integrated
,,,,
July,2,22723731,2000,Integrated
,,,,
July,2,22723500,5000,Integrated
,,,,
July,2,71786660,4000,Integrated
,,,,
July,2,22723474,0,Integrated
,,,,
July,2,71786818,3000,Integrated
,,,,
July,2,22723040,3000,Integrated
,,,,
July,2,22723119,4000,Integrated
,,,,
July,2,22723520,3000,Integrated
,,,,
July,2,22723789,1000,Integrated
,,,,
July,2,22723188,3000,Integrated
,,,,
July,2,22724132,3000,Integrated
,,,,
July,2,22723323,4000,Integrated
,,,,
July,2,29531073,2000,Integrated
,,,,
July,2,29531124,3000,Integrated
,,,,
July,2,22723594,3000,Integrated
,,,,
July,2,22723174,3000,Integrated
,,,,
July,2,22673028,4000,Integrated
,,,,
July,2,22724033,3000,Integrated
,,,,
July,2,22722636,0,Integrated
,,,,
July,2,22723618,2000,Integrated
,,,,
July,2,29531044,4000,Integrated
,,,,
July,2,22723525,2000,Integrated
,,,,
July,2,71786530,1000,Integrated
,,,,
July,2,22723764,3000,Integrated
,,,,
July,2,22723317,0,Integrated
,,,,
July,2,22724257,3000,Integrated
,,,,
July,2,29531142,7000,Integrated
,,,,
July,2,22723874,0,Integrated
,,,,
July,2,22723904,5000,Integrated
,,,,
July,2,22724103,2000,Integrated
,,,,
July,2,22723905,3000,Integrated
,,,,
July,2,22723975,4000,Integrated
,,,,
July,2,22722916,3000,Integrated
,,,,
July,2,22723027,2000,Integrated
,,,,
July,2,22723267,5000,Integrated
,,,,
July,2,22723447,1000,Integrated
,,,,
July,2,22724239,3000,Integrated
,,,,
July,2,22723074,3000,Integrated
,,,,
July,2,22723098,3000,Integrated
,,,,
July,2,22723822,2000,Integrated
,,,,
July,2,22722993,2000,Integrated
,,,,
July,2,22724028,3000,Integrated
,,,,
July,2,22723914,3000,Integrated
,,,,
July,2,77759537,1000,Integrated
,,,,
July,2,22724259,4000,Integrated
,,,,
July,2,71786543,5000,Integrated
,,,,
July,2,22723997,4000,Integrated
,,,,
July,2,22722932,2000,Integrated
,,,,
July,2,22723576,3000,Integrated
,,,,
July,2,22723524,6000,Integrated
,,,,
July,2,22722941,4000,Integrated
,,,,
July,2,71786779,3000,Integrated
,,,,
July,2,29531178,7000,Integrated
,,,,
July,2,22724194,3000,Integrated
,,,,
July,2,22723277,4000,Integrated
,,,,
July,2,22723513,1000,Integrated
,,,,
July,2,71786596,0,Integrated
,,,,
July,2,22723155,3000,Integrated
,,,,
July,2,22723593,3000,Integrated
,,,,
July,2,22723646,3000,Integrated
,,,,
July,2,29531152,3000,Integrated
,,,,
July,2,22723974,1000,Integrated
,,,,
July,2,22723123,4000,Integrated
,,,,
July,2,22723198,0,Integrated
,,,,
July,2,22723190,2000,Integrated
,,,,
July,2,71786711,3000,Integrated
,,,,
July,2,22723834,2000,Integrated
,,,,
July,2,71786782,1000,Integrated
,,,,
July,2,71786796,3000,Integrated
,,,,
July,2,77759547,0,Integrated
,,,,
July,2,22724206,3000,Integrated
,,,,
July,2,22724088,2000,Integrated
,,,,
July,2,22722663,3000,Integrated
,,,,
July,2,22722948,-1,Integrated
,,,,
July,2,71786797,2000,Integrated
,,,,
July,2,22724066,1000,Integrated
,,,,
July,2,22723924,0,Integrated
,,,,
July,2,29531105,5000,Integrated
,,,,
July,2,71786662,2000,Integrated
,,,,
July,2,22540241,3000,Integrated
,,,,
July,2,22723677,7000,Integrated
,,,,
July,2,38461214,0,Integrated
,,,,
July,2,22723682,1000,Integrated
,,,,
July,2,22723655,4000,Integrated
,,,,
July,2,71786561,7000,Integrated
,,,,
July,2,22723454,1000,Integrated
,,,,
July,2,44530462,0,Integrated
,,,,
July,2,22723717,3000,Integrated
,,,,
July,2,29531177,5000,Integrated
,,,,
July,2,22723833,10000,Integrated
,,,,
July,2,22723488,3000,Integrated
,,,,
July,2,22723581,3000,Integrated
,,,,
July,2,22724178,4000,Integrated
,,,,
July,2,22722690,9000,Integrated
,,,,
July,2,22723657,1000,Integrated
,,,,
July,2,71778972,1000,Integrated
,,,,
July,2,29531168,2000,Integrated
,,,,
July,2,22724061,4000,Integrated
,,,,
July,2,22722939,1000,Integrated
,,,,
July,2,22724067,4000,Integrated
,,,,
July,2,22724244,3000,Integrated
,,,,
July,2,22723727,5000,Integrated
,,,,
July,2,22723971,3000,Integrated
,,,,
July,2,22722921,2000,Integrated
,,,,
July,2,22723030,3000,Integrated
,,,,
July,2,71786765,4000,Integrated
,,,,
July,2,22723462,3000,Integrated
,,,,
July,2,29531013,2000,Integrated
,,,,
July,2,22722621,2000,Integrated
,,,,
July,2,22723222,5000,Integrated
,,,,
July,2,22722957,3000,Integrated
,,,,
July,2,22723233,4000,Integrated
,,,,
July,2,22724173,0,Integrated
,,,,
July,2,22723477,1000,Integrated
,,,,
July,2,22723104,3000,Integrated
,,,,
July,2,22723369,5000,Integrated
,,,,
July,2,22723707,1000,Integrated
,,,,
July,2,22724274,2000,Integrated
,,,,
July,2,22724279,3000,Integrated
,,,,
July,2,22723777,3000,Integrated
,,,,
July,2,22723767,1000,Integrated
,,,,
July,2,22723643,3000,Integrated
,,,,
July,2,22724009,3000,Integrated
,,,,
July,2,22723308,7000,Integrated
,,,,
July,2,22723511,6000,Integrated
,,,,
July,2,22723738,4000,Integrated
,,,,
July,2,22723548,3000,Integrated
,,,,
July,2,71786760,1000,Integrated
,,,,
July,2,22723048,1000,Integrated
,,,,
July,2,71786509,3000,Integrated
,,,,
July,2,71786597,4000,Integrated
,,,,
July,2,22724163,2000,Integrated
,,,,
July,2,71778970,2000,Integrated
,,,,
July,2,71786771,3000,Integrated
,,,,
July,2,71786736,8000,Integrated
,,,,
July,2,29531015,2000,Integrated
,,,,
July,2,29531134,0,Integrated
,,,,
July,2,22723327,3000,Integrated
,,,,
July,2,22722935,0,Integrated
,,,,
July,2,22723410,1000,Integrated
,,,,
July,2,71786553,0,Integrated
,,,,
July,2,22723780,2000,Integrated
,,,,
July,2,22723983,4000,Integrated
,,,,
July,2,29531039,0,Integrated
,,,,
July,2,29531054,3000,Integrated
,,,,
July,2,22723850,2000,Integrated
,,,,
July,2,71778963,0,Integrated
,,,,
July,2,22723549,3000,Integrated
,,,,
July,2,71786556,1000,Integrated
,,,,
July,2,71786627,5000,Integrated
,,,,
July,2,22723060,4000,Integrated
,,,,
July,2,22723013,2000,Integrated
,,,,
July,2,22723257,4000,Integrated
,,,,
July,2,22723304,3000,Integrated
,,,,
July,2,22723065,7000,Integrated
,,,,
July,2,22723681,4000,Integrated
,,,,
July,2,71786704,4000,Integrated
,,,,
July,2,22723713,2000,Integrated
,,,,
July,2,71786570,2000,Integrated
,,,,
July,2,22723199,1000,Integrated
,,,,
July,2,29531055,4000,Integrated
,,,,
July,2,22723890,2000,Integrated
,,,,
July,2,22723465,2000,Integrated
,,,,
July,2,22723416,2000,Integrated
,,,,
July,2,22723012,4000,Integrated
,,,,
July,2,22723420,1000,Integrated
,,,,
July,2,22724162,0,Integrated
,,,,
July,2,71786569,2000,Integrated
,,,,
July,2,22723693,5000,Integrated
,,,,
July,2,22722633,3000,Integrated
,,,,
July,2,22723019,4000,Integrated
,,,,
July,2,29531164,0,Integrated
,,,,
July,2,22723876,2000,Integrated
,,,,
July,2,77759543,3000,Integrated
,,,,
July,2,22723200,3000,Integrated
,,,,
July,2,71786696,2000,Integrated
,,,,
July,2,22723363,3000,Integrated
,,,,
July,2,22723311,1000,Integrated
,,,,
July,2,22724118,1000,Integrated
,,,,
July,2,22723031,4000,Integrated
,,,,
July,2,71778984,1000,Integrated
,,,,
July,2,22723688,2000,Integrated
,,,,
July,2,71786558,0,Integrated
,,,,
July,2,71778957,1000,Integrated
,,,,
July,2,22673039,2000,Integrated
,,,,
July,2,22724142,2000,Integrated
,,,,
July,2,22723516,2000,Integrated
,,,,
July,2,22723915,1000,Integrated
,,,,
July,2,29531176,1000,Integrated
,,,,
July,2,22723319,1000,Integrated
,,,,
July,2,22723597,0,Integrated
,,,,
July,2,22724135,4000,Integrated
,,,,
July,2,71786583,0,Integrated
,,,,
July,2,71786737,3000,Integrated
,,,,
July,2,29531069,2000,Integrated
,,,,
July,2,22723437,2000,Integrated
,,,,
July,2,71778983,2000,Integrated
,,,,
July,2,22723172,4000,Integrated
,,,,
July,2,22722688,1000,Integrated
,,,,
July,2,22724268,2000,Integrated
,,,,
July,2,22723143,3000,Integrated
,,,,
July,2,22723555,4000,Integrated
,,,,
July,2,22723050,3000,Integrated
,,,,
July,2,22724070,4000,Integrated
,,,,
July,2,71786814,1000,Integrated
,,,,
July,2,22723142,3000,Integrated
,,,,
July,2,22724036,0,Integrated
,,,,
July,2,71786563,2000,Integrated
,,,,
July,2,22723415,3000,Integrated
,,,,
July,2,22723962,-1,Integrated
,,,,
July,2,71786679,3000,Integrated
,,,,
July,2,71786768,2000,Integrated
,,,,
July,2,22723471,2000,Integrated
,,,,
July,2,22724235,1000,Integrated
,,,,
July,2,22723137,2000,Integrated
,,,,
July,2,22723518,2000,Integrated
,,,,
July,2,22722973,1000,Integrated
,,,,
